% Model,BatchDinamico.mph
% Version,COMSOL 5.5.0.292
% Date,"May 15 2021, 13:31"
% Table,Tabla 2 - Torque
% Tiempo (s),"TSR=0.2, Torque_1_2 (N*m)","TSR=0.3, Torque_1_2 (N*m)","TSR=0.4, Torque_1_2 (N*m)","TSR=0.5, Torque_1_2 (N*m)"
0,0.3755591909103373,-0.3424871089747832,-0.3901008555844925,0.7173897801140434
0.02617993877991494,0.6396290885903986,0.5213751005394291,0.39962905192739373,0.2640850806787809
0.05235987755982988,0.56599156102301,0.38097595725342503,0.1714349567592761,-0.020042474811200695
0.07853981633974483,0.43648471950803014,0.18069286949912955,-0.06366703029011989,-0.23028936017893564
0.10471975511965977,0.2986730081714317,0.013690117198865814,-0.18239960092747398,-0.19866085468580497
0.1308996938995747,0.1767587431382811,-0.07448158646719139,-0.16807940438373614,-0.026567921373990666
0.15707963267948966,0.08273505439120876,-0.09079410645486874,-0.062274686602645624,0.20747255461114825
0.18325957145940458,0.01686075450171398,-0.051392437550192294,0.11002875502217949,0.5526265592203592
0.20943951023931953,-0.0176160125560485,0.006299129006155979,0.36434737916492393,0.8710453874336301
0.23561944901923448,-0.025873573555485918,0.08113255582424872,0.6815748291529209,0.8933407800412753
0.2617993877991494,-0.014682656752975642,0.2169178415774939,0.9431130508226089,0.5954746591271316
0.28797932657906433,0.006508269576270043,0.4442758584747931,0.9380582298437926,0.25397073008231597
0.3141592653589793,0.028092524877525116,0.7354013125393334,0.7508417989722562,-0.06545188135424196
0.34033920413889424,0.05066993187350072,0.9314215073290715,0.5032586603432374,-0.24589486072135774
0.36651914291880916,0.08969915325100317,0.9669891560893931,0.23975607354878076,-0.2291211571563945
0.39269908169872414,0.18796421581810663,0.9166236309504385,-0.0020064665883720023,-0.03277665924887185
0.41887902047863906,0.37012547634012993,0.7936337480126281,-0.17162632081874804,0.2785337719566477
0.445058959258554,0.5850395202740921,0.629282674203519,-0.20278488511573203,0.5772628481301568
0.47123889803846897,0.7659716175431577,0.4356317057586655,-0.09820010300002169,0.8013017896488311
0.4974188368183839,0.9064331424422187,0.2220511297402823,0.07305114873260726,0.7887720796636725
0.5235987755982988,0.9986124894290785,0.035997191884818557,0.2670486198251294,0.5017352828696953
0.5497787143782138,1.0404842691102614,-0.09797721924937776,0.4965057710105977,0.18592063122032687
0.5759586531581287,1.0271752267925012,-0.14556017430789392,0.7896311922022643,-0.10231173163091023
0.6021385919380436,0.9668890266543896,-0.10528943566703691,0.9084578562119516,-0.2589563675608221
0.6283185307179586,0.8680243960419453,-0.022569318596114718,0.7903937413428571,-0.22066318729860934
0.6544984694978735,0.7498482652330212,0.050880481732972216,0.5702983425458756,-0.01662688183030747
0.6806784082777885,0.6207882972868567,0.12090525555601656,0.33588165062680286,0.292632627939478
0.7068583470577035,0.47988881314610043,0.24807658365887686,0.08831635793859782,0.5853589903134159
0.7330382858376183,0.3384538357372403,0.5027663133377753,-0.11598315638279544,0.8043305709015507
0.7592182246175333,0.203971614361967,0.8018169596313311,-0.20397624888790178,0.7871426378720605
0.7853981633974483,0.09277702783003385,0.9459755650115583,-0.15111924058142567,0.5032756098849247
0.8115781021773631,0.007987898071821181,0.9429723621410253,3.4294720094407705E-4,0.18883662922846461
0.8377580409572781,-0.03958414959160311,0.8653758942685708,0.18482924440368084,-0.10432256115112726
0.8639379797371931,-0.05900176861352405,0.7230716982791252,0.39014730985479873,-0.2640953112911642
0.890117918517108,-0.04870191797525575,0.5569402652227242,0.6510806470078774,-0.23124241781319807
0.916297857297023,-0.02137272032681406,0.3668374084404854,0.8895330155543979,-0.03021095505015936
0.9424777960769379,-0.0021596976353267516,0.16767300706343247,0.8800033187716455,0.2753498329720685
0.9686577348568528,0.010306388990942716,-0.007467913988464581,0.6946103786755418,0.5751710837637256
0.9948376736367678,0.02698878986114417,-0.10509007721190511,0.46158026476205055,0.8179961927905237
1.0210176124166828,0.06149380121009401,-0.12037478361793763,0.20652703699015132,0.8125840067704909
1.0471975511965976,0.16253127819721608,-0.06720421245955277,-0.021489460020171068,0.517424510450544
1.0733774899765125,0.35215445504650333,0.011672745239496962,-0.18085440252309093,0.19491859966558156
1.0995574287564276,0.5733868625330805,0.09271802603409274,-0.20608035856319093,-0.09936912871350034
1.1257373675363425,0.7558616291958603,0.1731531748432237,-0.1002821070358389,-0.26046016150732076
1.1519173063162573,0.8988078800328752,0.33472574290361007,0.07110568399054507,-0.21794714547175925
1.1780972450961724,0.9971129185144538,0.6153535142983895,0.26480614906406363,-0.010548417314276248
1.2042771838760873,1.0380508761961769,0.8777187478418071,0.49651329197531147,0.2975274265988135
1.2304571226560022,1.018648410995321,0.9596064949411747,0.7898907864450426,0.5904589953810803
1.2566370614359172,0.9469307673142544,0.9327520876016502,0.9104425270220025,0.8056366491274193
1.2828170002158321,0.8470862364495853,0.8311267202576084,0.7944928992060405,0.7860963025765155
1.308996938995747,0.7384920877824354,0.6805826393030604,0.5769123749647311,0.5032600368441769
1.335176877775662,0.6197164113212437,0.5028970864520086,0.3407457127610737,0.19077233851306788
1.361356816555577,0.48411769541966176,0.291006795213742,0.08844759446308559,-0.10356704037846395
1.3875367553354918,0.34791574032721895,0.09484698588903054,-0.11459319820366642,-0.26552829630978475
1.413716694115407,0.21798676740458722,-0.06281694419297171,-0.20123741505217096,-0.23207430432065942
1.4398966328953218,0.11079506381658488,-0.1405223954133315,-0.14850854957817206,-0.0289460544192347
1.4660765716752366,0.028543333366774837,-0.12610585920803327,-0.003215930318175575,0.27449066004139683
1.4922565104551517,-0.02214302495699416,-0.04742922074291073,0.17866327090910333,0.5697032630634825
1.5184364492350666,-0.044172362419921396,0.03212818711603471,0.38615896222911866,0.8011937360014488
1.5446163880149815,-0.03927947705699908,0.10263862231969528,0.6510531372193453,0.7864045824491498
1.5707963267948966,-0.015202299841067357,0.19630703432019453,0.889758719054024,0.49839455893754414
1.5969762655748114,0.011781732794853506,0.4057118282868755,0.881332915581003,0.49839455893754114
1.6231562043547263,0.03124214005484932,0.7143764810950435,0.7017806029784999,0.49839455893754114
1.6493361431346414,0.04159258583180714,0.9212228721784868,0.46939234499754523,0.49839455893754114
1.6755160819145563,0.07581470947937827,0.9552532558966441,0.21406276530196444,0.49839455893754114
1.7016960206944711,0.1755940958045764,0.9004385459822208,-0.016281122839579724,0.49839455893754114
1.7278759594743862,0.3652078985283936,0.7745422255231157,-0.17799136737438884,0.49839455893754114
1.754055898254301,0.5826110673746904,0.6092866576245157,-0.2064056011452286,0.49839455893754114
1.780235837034216,0.7639470445216721,0.43001336627558573,-0.10355889676515079,0.49839455893754114
1.806415775814131,0.9072847768151442,0.2277958906662304,0.06874323489255552,0.49839455893754114
1.832595714594046,1.0037090311208978,0.0427370375889804,0.26532947504357396,0.49839455893754114
1.8587756533739608,1.0504064094018208,-0.08760753086764905,0.500797619001399,0.49839455893754114
1.8849555921538759,1.0368231144411604,-0.12958827255593153,0.800185301800788,0.49839455893754114
1.9111355309337907,0.9740751369596848,-0.09349189611309427,0.9186816897466824,0.49839455893754114
1.9373154697137056,0.8700181065808151,-0.018606797282937793,0.7985899790997478,0.49839455893754114
1.9634954084936207,0.7502885776955086,0.06649728762809065,0.5752485712540757,0.49839455893754114
1.9896753472735356,0.6256573057245083,0.14271699539316152,0.5752485712540757,0.49839455893754114
2.0158552860534504,0.48534391285485873,0.26909269817035514,0.5752485712540757,0.49839455893754114
2.0420352248333655,0.3419968580252194,0.5103341474297725,0.5752485712540757,0.49839455893754114
2.06821516361328,0.2128986096403629,0.8089721989648158,0.5752485712540757,0.49839455893754114
2.0943951023931953,0.09904997068201987,0.9508934006789758,0.5752485712540757,0.49839455893754114
2.1205750411731104,0.013953375515068478,0.9481822024832918,0.5752485712540757,0.49839455893754114
2.146754979953025,-0.04217037305742556,0.8711985827449363,0.5752485712540757,0.49839455893754114
2.17293491873294,-0.06039196607341807,0.7342493271927092,0.5752485712540757,0.49839455893754114
2.199114857512855,-0.051317971107145116,0.564486827914111,0.5752485712540757,0.49839455893754114
2.22529479629277,-0.02562404837228227,0.3631554552879274,0.5752485712540757,0.49839455893754114
2.251474735072685,-9.798225673564032E-4,0.15773918557561936,0.5752485712540757,0.49839455893754114
2.2776546738526,0.015590471032550235,-0.015692419656768195,0.5752485712540757,0.49839455893754114
2.3038346126325147,0.029825415074310913,-0.12408005144624726,0.5752485712540757,0.49839455893754114
2.3300145514124297,0.06216793288014888,-0.14089741023748323,0.5752485712540757,0.49839455893754114
2.356194490192345,0.1615658029593054,-0.07946475230986905,0.5752485712540757,0.49839455893754114
2.3823744289722595,0.35300672479201195,0.005672422053416171,0.5752485712540757,0.49839455893754114
2.4085543677521746,0.5757930680794453,0.07785938254901775,0.5752485712540757,0.49839455893754114
2.4347343065320897,0.7563298445363771,0.15458368185509752,0.5752485712540757,0.49839455893754114
2.4609142453120043,0.8976569845097397,0.32105949775334164,0.5752485712540757,0.49839455893754114
2.4870941840919194,0.9945132760228388,0.6112386315941091,0.5752485712540757,0.49839455893754114
2.5132741228718345,1.0377406331786825,0.875355680937832,0.5752485712540757,0.49839455893754114
2.539454061651749,1.0173575814646245,0.959339993225601,0.5752485712540757,0.49839455893754114
2.5656340004316642,0.9523853011566122,0.9300135452246021,0.5752485712540757,0.49839455893754114
2.5918139392115793,0.8600068253796412,0.8285552754772959,0.5752485712540757,0.49839455893754114
2.617993877991494,0.755302974699989,0.6715961635257752,0.5752485712540757,0.49839455893754114
2.644173816771409,0.632606320292108,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.670353755551324,0.4909319317577151,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.696533694331239,0.3505050214607732,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.722713633111154,0.21570587227607407,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.748893571891069,0.10681266802458156,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.7750735106709836,0.02756359790331331,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.8012534494508987,-0.021035496401948905,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.827433388230814,-0.039274869102536525,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.8536133270107285,-0.03742568311325567,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.8797932657906435,-0.017131782914353577,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.9059732045705586,0.007830993613100912,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.9321531433504733,0.02518983763260757,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.9583330821303884,0.03969079043638435,0.6715961635257723,0.5752485712540757,0.49839455893754114
2.9845130209103035,0.07552128036256858,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.010692959690218,0.1757869702587142,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.036872898470133,0.3611651703591771,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.0630528372500483,0.5800208051636765,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.089232776029963,0.7622868611253444,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.115412714809878,0.9052104343125393,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.141592653589793,0.9991055962421191,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.1677725923697078,1.0428077322932128,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.193952531149623,1.034916719450469,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.220132469929538,0.9776781178825275,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.2463124087094526,0.8802231847539239,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.2724923474893677,0.7605962726686036,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.2986722862692828,0.6320077717279653,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.3248522250491974,0.4874136998737337,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.3510321638291125,0.34562356035696806,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.3772121026090276,0.21621025957762996,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.4033920413889422,0.10559732424773971,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.4295719801688573,0.019580744222825006,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.4557519189487724,-0.03584547917180195,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.481931857728687,-0.055455383829377786,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.508111796508602,-0.04756934143611111,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.5342917352885173,-0.020693106613479062,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.560471674068432,0.0010730552419540296,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.586651612848347,0.011750087073110538,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.612831551628262,0.023952300961295914,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.6390114904081767,0.05787283001993393,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.665191429188092,0.16127908931621676,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.691371367968007,0.3539627647249768,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.7175513067479216,0.5758497815722857,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.7437312455278366,0.7562577067945686,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.7699111843077517,0.8958833173775876,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.7960911230876664,0.9940062058206531,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.8222710618675815,1.0393016607538321,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.8484510006474966,1.0296687946261085,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.874630939427411,0.9702808379201802,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.9008108782073263,0.8707050993644259,0.6715961635257723,0.5752485712540757,0.49839455893754114
3.9269908169872414,0.751529838547009,0.6715961635257723,0.5752485712540757,0.49839455893754114
