Tsr,e,r,M
0.2,0.3125,0.745762711864407,0.6431073876618427
0.30000000000000004,0.3125,0.745762711864407,0.6431073876618427
0.4000000000000001,0.3125,0.745762711864407,0.6431073876618427
0.5000000000000001,0.3125,0.745762711864407,0.6431073876618427
0.6000000000000001,0.3125,0.745762711864407,0.6431073876618427
0.7000000000000002,0.3125,0.745762711864407,0.6431073876618427
0.8000000000000003,0.3125,0.745762711864407,0.6431073876618427
0.2,0.21875,0.9322033898305087,0.8662604722010663
0.30000000000000004,0.21875,0.9322033898305087,0.8662604722010663
0.4000000000000001,0.21875,0.9322033898305087,0.8662604722010663
0.5000000000000001,0.21875,0.9322033898305087,0.8662604722010663
0.6000000000000001,0.21875,0.9322033898305087,0.8662604722010663
0.7000000000000002,0.21875,0.9322033898305087,0.8662604722010663
0.8000000000000003,0.21875,0.9322033898305087,0.8662604722010663
0.2,0.375,0.2372881355932206,0.15628332063975492
0.30000000000000004,0.375,0.2372881355932206,0.15628332063975492
0.4000000000000001,0.375,0.2372881355932206,0.15628332063975492
0.5000000000000001,0.375,0.2372881355932206,0.15628332063975492
0.6000000000000001,0.375,0.2372881355932206,0.15628332063975492
0.7000000000000002,0.375,0.2372881355932206,0.15628332063975492
0.8000000000000003,0.375,0.2372881355932206,0.15628332063975492
0.2,0.78125,0.0,0.17319116527037437
0.30000000000000004,0.78125,0.0,0.17319116527037437
0.4000000000000001,0.78125,0.0,0.17319116527037437
0.5000000000000001,0.78125,0.0,0.17319116527037437
0.6000000000000001,0.78125,0.0,0.17319116527037437
0.7000000000000002,0.78125,0.0,0.17319116527037437
0.8000000000000003,0.78125,0.0,0.17319116527037437
0.2,0.5625,0.08474576271186463,0.18202589489718335
0.30000000000000004,0.5625,0.08474576271186463,0.18202589489718335
0.4000000000000001,0.5625,0.08474576271186463,0.18202589489718335
0.5000000000000001,0.5625,0.08474576271186463,0.18202589489718335
0.6000000000000001,0.5625,0.08474576271186463,0.18202589489718335
0.7000000000000002,0.5625,0.08474576271186463,0.18202589489718335
0.8000000000000003,0.5625,0.08474576271186463,0.18202589489718335
0.2,0.75,0.6101694915254239,0.5392231530845422
0.30000000000000004,0.75,0.6101694915254239,0.5392231530845422
0.4000000000000001,0.75,0.6101694915254239,0.5392231530845422
0.5000000000000001,0.75,0.6101694915254239,0.5392231530845422
0.6000000000000001,0.75,0.6101694915254239,0.5392231530845422
0.7000000000000002,0.75,0.6101694915254239,0.5392231530845422
0.8000000000000003,0.75,0.6101694915254239,0.5392231530845422
0.2,0.125,0.47457627118644075,0.39741051028179797
0.30000000000000004,0.125,0.47457627118644075,0.39741051028179797
0.4000000000000001,0.125,0.47457627118644075,0.39741051028179797
0.5000000000000001,0.125,0.47457627118644075,0.39741051028179797
0.6000000000000001,0.125,0.47457627118644075,0.39741051028179797
0.7000000000000002,0.125,0.47457627118644075,0.39741051028179797
0.8000000000000003,0.125,0.47457627118644075,0.39741051028179797
0.2,0.5,0.4406779661016951,0.15354150799695532
0.30000000000000004,0.5,0.4406779661016951,0.15354150799695532
0.4000000000000001,0.5,0.4406779661016951,0.15354150799695532
0.5000000000000001,0.5,0.4406779661016951,0.15354150799695532
0.6000000000000001,0.5,0.4406779661016951,0.15354150799695532
0.7000000000000002,0.5,0.4406779661016951,0.15354150799695532
0.8000000000000003,0.5,0.4406779661016951,0.15354150799695532
0.2,0.0,0.5593220338983054,0.545773038842345
0.30000000000000004,0.0,0.5593220338983054,0.545773038842345
0.4000000000000001,0.0,0.5593220338983054,0.545773038842345
0.5000000000000001,0.0,0.5593220338983054,0.545773038842345
0.6000000000000001,0.0,0.5593220338983054,0.545773038842345
0.7000000000000002,0.0,0.5593220338983054,0.545773038842345
0.8000000000000003,0.0,0.5593220338983054,0.545773038842345
0.2,0.28125,0.6610169491525424,0.5922315308453925
0.30000000000000004,0.28125,0.6610169491525424,0.5922315308453925
0.4000000000000001,0.28125,0.6610169491525424,0.5922315308453925
0.5000000000000001,0.28125,0.6610169491525424,0.5922315308453925
0.6000000000000001,0.28125,0.6610169491525424,0.5922315308453925
0.7000000000000002,0.28125,0.6610169491525424,0.5922315308453925
0.8000000000000003,0.28125,0.6610169491525424,0.5922315308453925
0.2,0.96875,0.8135593220338984,0.685910129474486
0.30000000000000004,0.96875,0.8135593220338984,0.685910129474486
0.4000000000000001,0.96875,0.8135593220338984,0.685910129474486
0.5000000000000001,0.96875,0.8135593220338984,0.685910129474486
0.6000000000000001,0.96875,0.8135593220338984,0.685910129474486
0.7000000000000002,0.96875,0.8135593220338984,0.685910129474486
0.8000000000000003,0.96875,0.8135593220338984,0.685910129474486
0.2,0.6875,0.30508474576271194,0.36283320639756056
0.30000000000000004,0.6875,0.30508474576271194,0.36283320639756056
0.4000000000000001,0.6875,0.30508474576271194,0.36283320639756056
0.5000000000000001,0.6875,0.30508474576271194,0.36283320639756056
0.6000000000000001,0.6875,0.30508474576271194,0.36283320639756056
0.7000000000000002,0.6875,0.30508474576271194,0.36283320639756056
0.8000000000000003,0.6875,0.30508474576271194,0.36283320639756056
0.2,0.46875,0.18644067796610164,0.2327494287890346
0.30000000000000004,0.46875,0.18644067796610164,0.2327494287890346
0.4000000000000001,0.46875,0.18644067796610164,0.2327494287890346
0.5000000000000001,0.46875,0.18644067796610164,0.2327494287890346
0.6000000000000001,0.46875,0.18644067796610164,0.2327494287890346
0.7000000000000002,0.46875,0.18644067796610164,0.2327494287890346
0.8000000000000003,0.46875,0.18644067796610164,0.2327494287890346
0.2,0.71875,0.5762711864406782,0.5258187357197279
0.30000000000000004,0.71875,0.5762711864406782,0.5258187357197279
0.4000000000000001,0.71875,0.5762711864406782,0.5258187357197279
0.5000000000000001,0.71875,0.5762711864406782,0.5258187357197279
0.6000000000000001,0.71875,0.5762711864406782,0.5258187357197279
0.7000000000000002,0.71875,0.5762711864406782,0.5258187357197279
0.8000000000000003,0.71875,0.5762711864406782,0.5258187357197279
0.2,0.03125,0.3220338983050848,0.17958872810358173
0.30000000000000004,0.03125,0.3220338983050848,0.17958872810358173
0.4000000000000001,0.03125,0.3220338983050848,0.17958872810358173
0.5000000000000001,0.03125,0.3220338983050848,0.17958872810358173
0.6000000000000001,0.03125,0.3220338983050848,0.17958872810358173
0.7000000000000002,0.03125,0.3220338983050848,0.17958872810358173
0.8000000000000003,0.03125,0.3220338983050848,0.17958872810358173
0.2,0.0625,0.7796610169491527,0.7227722772277225
0.30000000000000004,0.0625,0.7796610169491527,0.7227722772277225
0.4000000000000001,0.0625,0.7796610169491527,0.7227722772277225
0.5000000000000001,0.0625,0.7796610169491527,0.7227722772277225
0.6000000000000001,0.0625,0.7796610169491527,0.7227722772277225
0.7000000000000002,0.0625,0.7796610169491527,0.7227722772277225
0.8000000000000003,0.0625,0.7796610169491527,0.7227722772277225
0.2,0.3125,0.03389830508474567,0.0
0.30000000000000004,0.3125,0.03389830508474567,0.0
0.4000000000000001,0.3125,0.03389830508474567,0.0
0.5000000000000001,0.3125,0.03389830508474567,0.0
0.6000000000000001,0.3125,0.03389830508474567,0.0
0.7000000000000002,0.3125,0.03389830508474567,0.0
0.8000000000000003,0.3125,0.03389830508474567,0.0
0.2,0.1875,0.6779661016949152,0.5824828636709825
0.30000000000000004,0.1875,0.6779661016949152,0.5824828636709825
0.4000000000000001,0.1875,0.6779661016949152,0.5824828636709825
0.5000000000000001,0.1875,0.6779661016949152,0.5824828636709825
0.6000000000000001,0.1875,0.6779661016949152,0.5824828636709825
0.7000000000000002,0.1875,0.6779661016949152,0.5824828636709825
0.8000000000000003,0.1875,0.6779661016949152,0.5824828636709825
0.2,0.0,0.5593220338983054,0.5788271134805782
0.30000000000000004,0.0,0.5593220338983054,0.5788271134805782
0.4000000000000001,0.0,0.5593220338983054,0.5788271134805782
0.5000000000000001,0.0,0.5593220338983054,0.5788271134805782
0.6000000000000001,0.0,0.5593220338983054,0.5788271134805782
0.7000000000000002,0.0,0.5593220338983054,0.5788271134805782
0.8000000000000003,0.0,0.5593220338983054,0.5788271134805782
0.2,0.0625,0.6440677966101696,0.6271134805788279
0.30000000000000004,0.0625,0.6440677966101696,0.6271134805788279
0.4000000000000001,0.0625,0.6440677966101696,0.6271134805788279
0.5000000000000001,0.0625,0.6440677966101696,0.6271134805788279
0.6000000000000001,0.0625,0.6440677966101696,0.6271134805788279
0.7000000000000002,0.0625,0.6440677966101696,0.6271134805788279
0.8000000000000003,0.0625,0.6440677966101696,0.6271134805788279
0.2,0.5625,0.38983050847457656,0.3773038842345784
0.30000000000000004,0.5625,0.38983050847457656,0.3773038842345784
0.4000000000000001,0.5625,0.38983050847457656,0.3773038842345784
0.5000000000000001,0.5625,0.38983050847457656,0.3773038842345784
0.6000000000000001,0.5625,0.38983050847457656,0.3773038842345784
0.7000000000000002,0.5625,0.38983050847457656,0.3773038842345784
0.8000000000000003,0.5625,0.38983050847457656,0.3773038842345784
0.2,0.6875,1.0,1.0
0.30000000000000004,0.6875,1.0,1.0
0.4000000000000001,0.6875,1.0,1.0
0.5000000000000001,0.6875,1.0,1.0
0.6000000000000001,0.6875,1.0,1.0
0.7000000000000002,0.6875,1.0,1.0
0.8000000000000003,0.6875,1.0,1.0
0.2,0.8125,0.8305084745762712,0.7887281035795901
0.30000000000000004,0.8125,0.8305084745762712,0.7887281035795901
0.4000000000000001,0.8125,0.8305084745762712,0.7887281035795901
0.5000000000000001,0.8125,0.8305084745762712,0.7887281035795901
0.6000000000000001,0.8125,0.8305084745762712,0.7887281035795901
0.7000000000000002,0.8125,0.8305084745762712,0.7887281035795901
0.8000000000000003,0.8125,0.8305084745762712,0.7887281035795901
0.2,1.0,0.6271186440677967,0.5256664127951254
0.30000000000000004,1.0,0.6271186440677967,0.5256664127951254
0.4000000000000001,1.0,0.6271186440677967,0.5256664127951254
0.5000000000000001,1.0,0.6271186440677967,0.5256664127951254
0.6000000000000001,1.0,0.6271186440677967,0.5256664127951254
0.7000000000000002,1.0,0.6271186440677967,0.5256664127951254
0.8000000000000003,1.0,0.6271186440677967,0.5256664127951254
0.2,0.28125,0.10169491525423746,0.023153084539224267
0.30000000000000004,0.28125,0.10169491525423746,0.023153084539224267
0.4000000000000001,0.28125,0.10169491525423746,0.023153084539224267
0.5000000000000001,0.28125,0.10169491525423746,0.023153084539224267
0.6000000000000001,0.28125,0.10169491525423746,0.023153084539224267
0.7000000000000002,0.28125,0.10169491525423746,0.023153084539224267
0.8000000000000003,0.28125,0.10169491525423746,0.023153084539224267
0.2,0.40625,0.9491525423728815,0.9434881949733445
0.30000000000000004,0.40625,0.9491525423728815,0.9434881949733445
0.4000000000000001,0.40625,0.9491525423728815,0.9434881949733445
0.5000000000000001,0.40625,0.9491525423728815,0.9434881949733445
0.6000000000000001,0.40625,0.9491525423728815,0.9434881949733445
0.7000000000000002,0.40625,0.9491525423728815,0.9434881949733445
0.8000000000000003,0.40625,0.9491525423728815,0.9434881949733445
